Unnamed: 0,rating,review,Processed_Review,Sentiment
1772,2,"Hi, <br/>I ordered pancake and whole is of no use as they all got messed up and    Spoiled",hi br ordered pancake whole use got messed spoiled,NEGATIVE
1773,1,Without bag he delivered my order. So unhealthy and unsafe. Never ordering from zomato,without bag delivered order unhealthy unsafe never ordering zomato,NEGATIVE
1774,1,It was good. liked the dessert. Wasn't hot as delivery took some time. overall it was 👍🏼,good liked dessert hot delivery took time overall,POSITIVE
1775,4,not worth the price ,worth price,POSITIVE
1776,2,It was complete mess,complete mess,NEGATIVE
1777,5,I have added a massaged gift card with this bt I have not received it 😕,added massaged gift card bt received,POSITIVE
1778,1,Refund,refund,NEUTRAL
1779,4,I hv had waffle n pancakes from 99 pancakes before.  but this wasn't upto the standard. Not worth the money.,hv waffle n pancake pancake upto standard worth money,POSITIVE
1780,2,where good 👍 ,good,POSITIVE
1781,5,a bit bitter taste at the end ,bit bitter taste end,NEGATIVE
1782,5,⭐⭐⭐⭐⭐,,NEUTRAL
1783,1,Absolutely amazing! The place is beautiful and staff are super friendly and the food is delicious. I love that you get a lot of food as well for the price.,absolutely amazing place beautiful staff super friendly food delicious love get lot food well price,POSITIVE
1784,1,nice ,nice,POSITIVE
1785,3,bottles were not given properly closed. no tape was also put on bottle. how would we know if delievery boy drink it and give it to me ...<br/><br/>poor packing... ,bottle given properly closed tape also put bottle would know delievery boy drink give br br poor packing,NEGATIVE
1786,1,.,,NEUTRAL
1787,5,Make the doughnut dough proper and less dry,make doughnut dough proper less dry,NEUTRAL
1788,5,this is so much oil....test not good😩,much oil test good,POSITIVE
1789,4,buri tara se khana pura gira diya he..,buri tara se khana pura gira diya,NEUTRAL
1790,3,nice,nice,POSITIVE
1791,1,I have added 2 vanilla ice cream with my order which i didnt got and it affected my whole surprise for the one whom i have ordered all of this.,added vanilla ice cream order didnt got affected whole surprise one ordered,POSITIVE
1792,1,Pathetic taste and quality,pathetic taste quality,NEGATIVE
1793,1,may vest of money ,may vest money,NEUTRAL
1794,5,be quick to prepare the order.,quick prepare order,NEUTRAL
1795,4,don't buy from here ,buy,NEUTRAL
1796,5,ice cream is melted and waffle get soggy and all melted ice cream has been on the waffle box<br/>,ice cream melted waffle get soggy melted ice cream waffle box br,NEUTRAL
1797,1,shut down your pizza menu its worthless ,shut pizza menu worthless,NEGATIVE
1798,5,I like about the price . service was quick and rider was friendly. have been thier regular customer. I love maggi,like price service quick rider friendly thier regular customer love maggi,POSITIVE
1799,1,Excellent taste and freshness..<br/>a total worth buying and would definitely try other flavours too...,excellent taste freshness br total worth buying would definitely try flavour,POSITIVE
1800,5,"Very bad food, don’t buy, they give me fries instead of waffle",bad food buy give fry instead waffle,NEGATIVE
1801,3,the taste of was very bad and quality was also too bad. I'm not feeling good after eating. please make good quality of pizza. they make very horrible pizza. and it also not packed as zomato norms. please take action against such irresponsible restaurants. ,taste bad quality also bad feeling good eating please make good quality pizza make horrible pizza also packed zomato norm please take action irresponsible restaurant,NEGATIVE
1802,5,this iteam half,iteam half,NEUTRAL
1803,1,ghatiya quantity,ghatiya quantity,NEUTRAL
1804,5,The waffle did not taste like waffle at all. it was not at all crispy. ,waffle taste like waffle crispy,POSITIVE
1805,5,packing not good look like any body open it,packing good look like body open,POSITIVE
1806,1,"price is high ,this is my last order",price high last order,NEUTRAL
1807,1,waffle was too bad with quality. it was too hard to eat and it was tripple chocolate but no chocolate sauce were there ...,waffle bad quality hard eat tripple chocolate chocolate sauce,NEGATIVE
1808,2,West of money and Food time,west money food time,NEUTRAL
1809,1,not like a pizza veggies are not cooked   cheese is not melted ,like pizza veggie cooked cheese melted,POSITIVE
1810,1,worst food,worst food,NEGATIVE
1811,5,bed,bed,NEUTRAL
1812,1,super,super,POSITIVE
1813,1,"This restaurant having issue for malting of chocolate, need to take some proper packing for home delivery and also damage",restaurant issue malting chocolate need take proper packing home delivery also damage,NEGATIVE
1814,1,very bed,bed,NEUTRAL
1815,2,Hair fall in waffle very bad things zometo need to look in this matter,hair fall waffle bad thing zometo need look matter,NEGATIVE
1816,1,the coffee was raw and so damn bitter because it wasnt blended well. Disappointed. <br/><br/>please dissolve the coffee granuals well with chocolate sauce before spreading on waffle.,coffee raw damn bitter wasnt blended well disappointed br br please dissolve coffee granuals well chocolate sauce spreading waffle,NEGATIVE
1817,2,hi,hi,NEUTRAL
1818,5,garam nahi tha... packing bi barabr nahi thi,garam nahi tha packing bi barabr nahi thi,NEUTRAL
1819,5,too good icecream.. yummy 😋,good icecream yummy,POSITIVE
1820,1,mancurian is not good very bad smell,mancurian good bad smell,NEGATIVE
1821,1,got free lassi with 2 paneer sabjis. both sabjis were good with excellent quantity. definitely gonna order next time.,got free lassi paneer sabjis sabjis good excellent quantity definitely gonna order next time,POSITIVE
1822,5,worst food ever,worst food ever,NEGATIVE
1823,1,good service ,good service,POSITIVE
1824,1,good tast,good tast,POSITIVE
1825,3,shirkhand is not delivered,shirkhand delivered,NEUTRAL
1826,1,good peking good food &amp;very chipest rate <br/>but item high qwalty,good peking good food amp chipest rate br item high qwalty,POSITIVE
1827,5,really good. ,really good,POSITIVE
1828,5,good,good,POSITIVE
1829,5,full garma garm ,full garma garm,NEUTRAL
1830,5,missing sweets <br/>not proper packings ,missing sweet br proper packing,POSITIVE
1831,1,nice test,nice test,POSITIVE
1832,1,Despite of instructions there was no spice and chilli and not even Salt. did not like noodle at all. terrible experience ,despite instruction spice chilli even salt like noodle terrible experience,NEGATIVE
1833,5,overall good chole is not good but it is okay okay,overall good chole good okay okay,POSITIVE
1834,5,not received shikhand.. missing shikhand in parcel ,received shikhand missing shikhand parcel,NEGATIVE
1835,5,You must improve the quality of roti,must improve quality roti,POSITIVE
1836,5,best items 🥰🥰🥰,best item,POSITIVE
1837,4,In Gujarati thali <br/>Very bad service<br/>2- Item missing <br/>No menu item <br/>Please don't order Gujarati thali<br/>_,gujarati thali br bad service br item missing br menu item br please order gujarati thali br _,NEGATIVE
1838,5,Excellent taste,excellent taste,POSITIVE
1839,5,noodles k sath salad nahi diya tha aur tel bahut jayde tha,noodle k sath salad nahi diya tha aur tel bahut jayde tha,NEUTRAL
1840,3,feel good ,feel good,POSITIVE
1841,5,Good ,good,POSITIVE
1842,1,marcha bov nakh ,marcha bov nakh,NEUTRAL
1843,1,taste not like mango and quantity was worth 10 rs,taste like mango quantity worth r,POSITIVE
1844,2,cheese taste is totally worst and cheese taste issue pure sour taste ...I do n't like this ,cheese taste totally worst cheese taste issue pure sour taste n like,NEGATIVE
1845,1,Requesting refund for pizza,requesting refund pizza,NEUTRAL
1846,5,🍰,,NEUTRAL
1847,1,Food was cold ,food cold,NEUTRAL
1848,1,Food is totally cold not satisfied I want my refund,food totally cold satisfied want refund,POSITIVE
1849,3,very good taste and fresh,good taste fresh,POSITIVE
1850,4,one by one free not receive ,one one free receive,POSITIVE
1851,1,it could be better if u refund some money ,could better u refund money,POSITIVE
1852,1,"food was very cold. taste also average.even after ordering and specifically asking for extra oregano, they did not do it.",food cold taste also average even ordering specifically asking extra oregano,NEUTRAL
1853,5,Pizza was not hot enough 👎🏻,pizza hot enough,NEUTRAL
1854,5,pizza was chopped,pizza chopped,NEUTRAL
1855,5,super ,super,POSITIVE
1856,5,realy hot and fresh,realy hot fresh,POSITIVE
1857,4,Bad pizza,bad pizza,NEGATIVE
1858,5,"ovenstory delivery boy is very rude. not communication skill is very bad., he has took 1.5 hours to delivered my order",ovenstory delivery boy rude communication skill bad took hour delivered order,NEGATIVE
1859,5,food good 👍,food good,POSITIVE
1860,5,it was smaller than what it looked like in the picture so it seemed costlier,smaller looked like picture seemed costlier,POSITIVE
1861,1,I got the wrong order,got wrong order,NEGATIVE
1862,1,it took my order and half hour later says it won't deliver,took order half hour later say deliver,NEUTRAL
1863,1,After accepting order they denied for delivery After 45 min .. really bad service 😒 by zomato and restaurant ,accepting order denied delivery min really bad service zomato restaurant,NEGATIVE
1864,5,nice,nice,POSITIVE
1865,5,Good,good,POSITIVE
1866,1,This restaurant is using adulterated sodas. ,restaurant using adulterated soda,NEUTRAL
1867,1,Not upto expectations and price point,upto expectation price point,NEUTRAL
1868,1,The pizza did not seem fresh. It was very cold. ,pizza seem fresh cold,POSITIVE
1869,2,taste is very bad and ingridents are not fresh. delivery is too slow.,taste bad ingridents fresh delivery slow,NEGATIVE
1870,1,the quantity of cheese was very less same as some regular marghereta pizza.<br/>,quantity cheese less regular marghereta pizza br,NEUTRAL
1871,1,👍👍👍👍👍,,NEUTRAL
1872,1,on time delivery and yummy pizza ,time delivery yummy pizza,POSITIVE
1873,1,na,na,NEUTRAL
1874,1,If u can’t deliver what u promise…it’s better to shut the thing down and not to loot people on their money.,u deliver u promise better shut thing loot people money,POSITIVE
1875,4,We ordered for cheese brust but didn't received the expected and also the pizza's were not served hot. ,ordered cheese brust received expected also pizza served hot,NEUTRAL
1876,1,.,,NEUTRAL
1877,3,.,,NEUTRAL
1878,4,received cold pizza.....pizza bread is too hard to chew....,received cold pizza pizza bread hard chew,NEGATIVE
1879,5,best,best,POSITIVE
1880,1,.,,NEUTRAL
1881,1,The base was as thin as papad and we ordered pan crust and we got thin crust,base thin papad ordered pan crust got thin crust,NEUTRAL
1882,1,veggies were extremely dry on informing the team they were not even ready to accept very bad experience ,veggie extremely dry informing team even ready accept bad experience,POSITIVE
1883,2,please send fresh again ,please send fresh,POSITIVE
1884,2,"pathetic pizzza ever , plz learn something from your competitors ",pathetic pizzza ever plz learn something competitor,NEGATIVE
1885,1,delivery boy was pathetic,delivery boy pathetic,NEGATIVE
1886,5,excellent ,excellent,POSITIVE
1887,5,liked the taste but its not filling. not worth the price i paid.,liked taste filling worth price paid,POSITIVE
1888,1,The food is cold and not fresh... Bad quality ,food cold fresh bad quality,NEGATIVE
1889,1,nice good test ,nice good test,POSITIVE
1890,5,Coke was missing,coke missing,NEGATIVE
1891,1,"No proper packing, Delivery man informed restaurant didn't gave bag, serious hygiene compromise..!!",proper packing delivery man informed restaurant gave bag serious hygiene compromise,NEGATIVE
1892,1,I received it all cold,received cold,NEUTRAL
1893,4,The pizza is all messed up and not in a condition to eat,pizza messed condition eat,NEGATIVE
1894,5,"The pizza was not hot at all, what happened man?",pizza hot happened man,NEUTRAL
1895,4,improve it and resolved the order ,improve resolved order,POSITIVE
1896,5,it was an absolute thandaaa pizzaa<br/>i wish it could be hot,absolute thandaaa pizzaa br wish could hot,POSITIVE
1897,5,Bakwas,bakwas,NEUTRAL
1898,5,taste is good but received cold,taste good received cold,POSITIVE
1899,5,it was cold n soggy,cold n soggy,NEUTRAL
1900,1,awesome food and taste,awesome food taste,POSITIVE
1901,5,Very good delivery and taste.<br/>The portion was appropriate for two .<br/>4.5/5,good delivery taste br portion appropriate two br,POSITIVE
1902,1,not hot... but taste is ok... low spicy,hot taste ok low spicy,NEUTRAL
1903,1,Too late delivery. Food was prepared too late. Delivery also too late. All the food was too cold.,late delivery food prepared late delivery also late food cold,POSITIVE
